id,name,created_at,updated_at
1429,lettuce,2024-05-02 10:49:16.72953,
1430,cysteine,2024-05-02 10:49:16.72953,
1431,salmon oil (preserved with tocopherols),2024-05-02 10:49:16.72953,
1432,dried lentils,2024-05-02 10:49:16.72953,
1433,corn gluten,2024-05-02 10:49:16.72953,
1434,ground rice,2024-05-02 10:49:16.72953,
1435,calcium iodate].,2024-05-02 10:49:16.72953,
1436,folilc acid),2024-05-02 10:49:16.72953,
1437,dried aspergillus oryzae fermentation extract,2024-05-02 10:49:16.72953,
1438,anchovy meal,2024-05-02 10:49:16.72953,
1439,coenzyme q10,2024-05-02 10:49:16.72953,
1440,carob bean,2024-05-02 10:49:16.72953,
1441,organic lentils,2024-05-02 10:49:16.72953,
1442,chicken cartilage,2024-05-02 10:49:16.72953,
1443,copper proteinate],2024-05-02 10:49:16.72953,
1444,natural white meat chicken flavor,2024-05-02 10:49:16.72953,
1445,fish oil (source of dha docosahexaenoic acid),2024-05-02 10:49:16.72953,
1446,l-leucine,2024-05-02 10:49:16.72953,
1447,vitamin b1 (thiamine mononitrate),2024-05-02 10:49:16.72953,
1448,tomato pomace,2024-05-02 10:49:16.72953,
1449,r fish,2024-05-02 10:49:16.72953,
1450,herring meal,2024-05-02 10:49:16.72953,
1451,rabbit (with ground bone),2024-05-02 10:49:16.72953,
1452,trace minerals.guaranteed analysis,2024-05-02 10:49:16.72953,
1453,d-calcium pantothenate (source of vitamin b5),2024-05-02 10:49:16.72953,
1454,c475020,2024-05-02 10:49:16.72953,
1455,whole grain wheat,2024-05-02 10:49:16.72953,
1456,/chicken,2024-05-02 10:49:16.72953,
1457,water,2024-05-02 10:49:16.72953,
1458,tomato concentrate,2024-05-02 10:49:16.72953,
1459,dehydrated pomegranate,2024-05-02 10:49:16.72953,
1460,beef spleen,2024-05-02 10:49:16.72953,
1461,pineapple,2024-05-02 10:49:16.72953,
1462,psyllium husk,2024-05-02 10:49:16.72953,
1463,skinless breast),2024-05-02 10:49:16.72953,
1464,dehydrated pork,2024-05-02 10:49:16.72953,
1465,fresh deboned chicken,2024-05-02 10:49:16.72953,
1466,artichoke,2024-05-02 10:49:16.72953,
1467,rosemary extract and spearmint extract,2024-05-02 10:49:16.72953,
1468,sorbic acid (a preservative). d-4694,2024-05-02 10:49:16.72953,
1469,yeast extract (a source of mannan-oligosaccharides),2024-05-02 10:49:16.72953,
1470,egg shell,2024-05-02 10:49:16.72953,
1471,organic squash,2024-05-02 10:49:16.72953,
1472,deboned quail,2024-05-02 10:49:16.72953,
1473,l-ascorbyl-2- polyphosphate (source of vitamin c),2024-05-02 10:49:16.72953,
1474,zinc amino acid complex,2024-05-02 10:49:16.72953,
1475,preserved with mixed tocopherols,2024-05-02 10:49:16.72953,
1476,d3,2024-05-02 10:49:16.72953,
1477,lamb plasma,2024-05-02 10:49:16.72953,
1478,animal fat preserved with mixed-tocopherols,2024-05-02 10:49:16.72953,
1479,marine microalgae oil.,2024-05-02 10:49:16.72953,
1480,sodium silico aluminate,2024-05-02 10:49:16.72953,
1481,freeze-dried chicken,2024-05-02 10:49:16.72953,
1482,vitamin d-3 supplement,2024-05-02 10:49:16.72953,
1483,freeze-dried pumpkin,2024-05-02 10:49:16.72953,
1484,rosemary oil,2024-05-02 10:49:16.72953,
1485,freeze dried duck (including freeze dried ground duck bone),2024-05-02 10:49:16.72953,
1486,f468420,2024-05-02 10:49:16.72953,
1487,northern white pea bean,2024-05-02 10:49:16.72953,
1488,dried sweet orange,2024-05-02 10:49:16.72953,
1489,inc sulfate,2024-05-02 10:49:16.72953,
1490,natural vegetable flavor,2024-05-02 10:49:16.72953,
1491,zinc sulfate heptahydrate,2024-05-02 10:49:16.72953,
1492,deboned chicken,2024-05-02 10:49:16.72953,
1493,mixed tocopherols and rosemary extract,2024-05-02 10:49:16.72953,
1494,dehydrated potatoes,2024-05-02 10:49:16.72953,
1495,pork liver,2024-05-02 10:49:16.72953,
1496,chicken bone broth,2024-05-02 10:49:16.72953,
1497,caramel coloring,2024-05-02 10:49:16.72953,
1498,whole spelt,2024-05-02 10:49:16.72953,
1499,dried rose hips,2024-05-02 10:49:16.72953,
1500,deboned whitefish,2024-05-02 10:49:16.72953,
1501,f467720,2024-05-02 10:49:16.72953,
1502,poultry by-product,2024-05-02 10:49:16.72953,
1503,flax seed,2024-05-02 10:49:16.72953,
1504,mixed tocopherols and citric acid (preservatives),2024-05-02 10:49:16.72953,
1505,c474020,2024-05-02 10:49:16.72953,
1506,inulin,2024-05-02 10:49:16.72953,
1507,deboned alligator,2024-05-02 10:49:16.72953,
1508,dried potatoes,2024-05-02 10:49:16.72953,
1509,vitamins (vitamin a supplement,2024-05-02 10:49:16.72953,
1510,inulin.,2024-05-02 10:49:16.72953,
1511,mutton liver,2024-05-02 10:49:16.72953,
1512,turkey giblets,2024-05-02 10:49:16.72953,
1513,mixed tocopherols (preservative).,2024-05-02 10:49:16.72953,
1514,l-ascorbyl-2 polyphosphate (source of vitamin c),2024-05-02 10:49:16.72953,
1515,minerals (calcium phosphate,2024-05-02 10:49:16.72953,
1516,minerals (zinc oxide,2024-05-02 10:49:16.72953,
1517,d-calcium pantothenate (vitamin b5),2024-05-02 10:49:16.72953,
1518,dried aspergillus oryzae fermentation product,2024-05-02 10:49:16.72953,
1519,fish extract,2024-05-02 10:49:16.72953,
1520,organic potato flour,2024-05-02 10:49:16.72953,
1521,potassium iodide,2024-05-02 10:49:16.72953,
1522,boar,2024-05-02 10:49:16.72953,
1523,titanium dioxide (color),2024-05-02 10:49:16.72953,
1524,fenugreek seeds,2024-05-02 10:49:16.72953,
1525,menadione sodium bisulfite complex (source of vitamin k activity)).,2024-05-02 10:49:16.72953,
1526,menadione sodium bisulfate complex (vitamin k),2024-05-02 10:49:16.72953,
1527,vitamin b12,2024-05-02 10:49:16.72953,
1528,zinc methionine hydroxy analogue chelate,2024-05-02 10:49:16.72953,
1529,dried green peas,2024-05-02 10:49:16.72953,
1530,sardine broth,2024-05-02 10:49:16.72953,
1531,lentil fiber,2024-05-02 10:49:16.72953,
1532,low ash),2024-05-02 10:49:16.72953,
1533,vi tamin e supplement,2024-05-02 10:49:16.72953,
1534,deboned herring,2024-05-02 10:49:16.72953,
1535,minerals (magnesium proteinate,2024-05-02 10:49:16.72953,
1536,calcium iodate.,2024-05-02 10:49:16.72953,
1537,chelated calcium carbonate,2024-05-02 10:49:16.72953,
1538,biotin],2024-05-02 10:49:16.72953,
1539,ground tapioca,2024-05-02 10:49:16.72953,
1540,ground whole psyllium,2024-05-02 10:49:16.72953,
1541,vitamin (vitamin e supplement,2024-05-02 10:49:16.72953,
1542,sodium bisulfate,2024-05-02 10:49:16.72953,
1543,cassia gum,2024-05-02 10:49:16.72953,
1544,vitamins (ascorbic acid [source of vitamin c],2024-05-02 10:49:16.72953,
1545,yellow squash,2024-05-02 10:49:16.72953,
1546,potassium chloride salt,2024-05-02 10:49:16.72953,
1547,caramel color,2024-05-02 10:49:16.72953,
1548,whole cranberries,2024-05-02 10:49:16.72953,
1549,chicken fat (preserved with mixed tocoph...erols),2024-05-02 10:49:16.72953,
1550,meat broth,2024-05-02 10:49:16.72953,
1551,vitamin d-3 supplement. c253120.,2024-05-02 10:49:16.72953,
1552,yellow 6,2024-05-02 10:49:16.72953,
1553,copper proteinate).,2024-05-02 10:49:16.72953,
1554,taurine. dave s naturally healthy food beef and chicken pate dinner cat food is formulated to meet the nutritional levels established by the aafco cat food nutrient profiles for maintenance,2024-05-02 10:49:16.72953,
1555,water sufficient for processing ,2024-05-02 10:49:16.72953,
1556,riboflavinsupplement,2024-05-02 10:49:16.72953,
1557,flaxseed flakes,2024-05-02 10:49:16.72953,
1558,de-boned cod,2024-05-02 10:49:16.72953,
1559,natural flavors,2024-05-02 10:49:16.72953,
1560,minerals (calcium carbonate,2024-05-02 10:49:16.72953,
1561,chicken meal (a natural source of glucosamine and chondroitin),2024-05-02 10:49:16.72953,
1562,chicken by-products,2024-05-02 10:49:16.72953,
1563,freeze dried rabbit liver,2024-05-02 10:49:16.72953,
1564,liver flavor,2024-05-02 10:49:16.72953,
1565,nicotinic acid (vitamin b3),2024-05-02 10:49:16.72953,
1566,thiamine mononitrate (vitamin b-1),2024-05-02 10:49:16.72953,
1567,l-ascorbul-2-polpyphospate,2024-05-02 10:49:16.72953,
1568,xanthan gum,2024-05-02 10:49:16.72953,
1569,dl-methonine,2024-05-02 10:49:16.72953,
1570,betaine hydrochloride,2024-05-02 10:49:16.72953,
1571,dried lactobacillus acidophilus fermentation product,2024-05-02 10:49:16.72953,
1572,pork kidney,2024-05-02 10:49:16.72953,
1573,sodium selenite,2024-05-02 10:49:16.72953,
1574,vitamin d3 supplement folic acid),2024-05-02 10:49:16.72953,
1575,fd&c blue #2),2024-05-02 10:49:16.72953,
1576,pineapple extract,2024-05-02 10:49:16.72953,
1577,f465120,2024-05-02 10:49:16.72953,
1578,menhaden oil,2024-05-02 10:49:16.72953,
1579,sorbic acid (a preservative). d-4693,2024-05-02 10:49:16.72953,
1580,b475120,2024-05-02 10:49:16.72953,
1581,poultry by-product meal (natural source of glucosamine and chondroitin sulfate),2024-05-02 10:49:16.72953,
1582,poultry fat (preserved with mixed tocopherols and citric acid),2024-05-02 10:49:16.72953,
1583,maganese sulfate,2024-05-02 10:49:16.72953,
1584,bha & citric acid (a preservative) yucca schidigera extract,2024-05-02 10:49:16.72953,
1585,spirulina,2024-05-02 10:49:16.72953,
1586,vitamin a 4800iu; vitamin d3 320iu; vitamin e 160mg; methionine hydroxy analog chelated zinc 200mg; methionine hydroxy analog chelated manganese 40mg; methionine hydroxy analog chelated iron 70mg; methionine hydroxy analog chelated copper 16mg; dl-methionine 3000mg; taurine 800mg; l-carnitine 50mg,2024-05-02 10:49:16.72953,
1587,organic coconut flour,2024-05-02 10:49:16.72953,
1588,pearl barley,2024-05-02 10:49:16.72953,
1589,vitamin d3 supplement},2024-05-02 10:49:16.72953,
1590,calcium propionate,2024-05-02 10:49:16.72953,
1591,cholecalciferol (source of vitamin d3),2024-05-02 10:49:16.72953,
1592,l-ascorbyl-2-polyposphate (a source of vitamin c),2024-05-02 10:49:16.72953,
1593,brewer’s yeast,2024-05-02 10:49:16.72953,
1594,cheddar cheese,2024-05-02 10:49:16.72953,
1595,psyllium husks,2024-05-02 10:49:16.72953,
1596,turkey giblets (liver,2024-05-02 10:49:16.72953,
1597,l ascorbyl 2 polyphosphate [source of ascorbic acid],2024-05-02 10:49:16.72953,
1598,sardine meal,2024-05-02 10:49:16.72953,
1599,vitamins.,2024-05-02 10:49:16.72953,
1600,b471220-5,2024-05-02 10:49:16.72953,
1601,chorella,2024-05-02 10:49:16.72953,
1602,vitamins vitamin e supplement,2024-05-02 10:49:16.72953,
1603,dried garbanzo beans,2024-05-02 10:49:16.72953,
1604,yucca schidigera extract,2024-05-02 10:49:16.72953,
1605,porcine plasma,2024-05-02 10:49:16.72953,
1606,copper amino acid chelate],2024-05-02 10:49:16.72953,
1607,c426920,2024-05-02 10:49:16.72953,
1608,paciﬁc fish oil,2024-05-02 10:49:16.72953,
1609,salmon oil (preserved with mixed tocopherols).,2024-05-02 10:49:16.72953,
1610,menhaden fish oil (preserved with mixed tocopherols) magnesium sulfate,2024-05-02 10:49:16.72953,
1611,ocean whitefish (source of glucosamine and chondroitin sulfate),2024-05-02 10:49:16.72953,
1612,artichokes,2024-05-02 10:49:16.72953,
1613,vitamins (vitamin a acetate,2024-05-02 10:49:16.72953,
1614,yucca schidigeraextract,2024-05-02 10:49:16.72953,
1615,hare meat,2024-05-02 10:49:16.72953,
1616,whole ducks,2024-05-02 10:49:16.72953,
1617,corn grits,2024-05-02 10:49:16.72953,
1618,deboned salmon,2024-05-02 10:49:16.72953,
1619,fresh salmon,2024-05-02 10:49:16.72953,
1620,ferrous sulfate monohydrate,2024-05-02 10:49:16.72953,
1621,whole flaxseed,2024-05-02 10:49:16.72953,
1622,dandelion powder,2024-05-02 10:49:16.72953,
1623,ground pork,2024-05-02 10:49:16.72953,
1624,coconut oil (...preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
1625,vitamins [l-ascorbyl-2-polyphosphate (source of vitamin c),2024-05-02 10:49:16.72953,
1626,oatmeal,2024-05-02 10:49:16.72953,
1627,(zinc proteinate,2024-05-02 10:49:16.72953,
1628,sodium tripolyphosphate,2024-05-02 10:49:16.72953,
1629,beta-carotene.,2024-05-02 10:49:16.72953,
1630,calcium sulfate.,2024-05-02 10:49:16.72953,
1631,dried ground peas,2024-05-02 10:49:16.72953,
1632,zincproteinate,2024-05-02 10:49:16.72953,
1633,brewers rice flour,2024-05-02 10:49:16.72953,
1634,dried lactobacillus acidophilusfermentation product,2024-05-02 10:49:16.72953,
1635,extruded soybeans,2024-05-02 10:49:16.72953,
1636,tetra sodium pyrophosphate,2024-05-02 10:49:16.72953,
1637,freeze dried rabbit lung,2024-05-02 10:49:16.72953,
1638,reed-sedge peat,2024-05-02 10:49:16.72953,
1639,duck heart,2024-05-02 10:49:16.72953,
1640,polyhauai i berry,2024-05-02 10:49:16.72953,
1641,g426119,2024-05-02 10:49:16.72953,
1642,vitamin b-12 supplement,2024-05-02 10:49:16.72953,
1643,coconut oil,2024-05-02 10:49:16.72953,
1644,chicken fat preserved with mixed tocopherols and citric acid,2024-05-02 10:49:16.72953,
1645,freeze dried beef liver,2024-05-02 10:49:16.72953,
1646,turkey hearts,2024-05-02 10:49:16.72953,
1647,ground oat groats,2024-05-02 10:49:16.72953,
1648,natural flavo...r,2024-05-02 10:49:16.72953,
1649,manganese proteinate,2024-05-02 10:49:16.72953,
1650,five (5) prebiotics. supplements: prebiotic-brewer's yeast,2024-05-02 10:49:16.72953,
1651,calcium pantothenate supplement,2024-05-02 10:49:16.72953,
1652,dried bacillus subtilis fermentation extract,2024-05-02 10:49:16.72953,
1653,quail egg,2024-05-02 10:49:16.72953,
1654,pork meal,2024-05-02 10:49:16.72953,
1655,and yucca schidgera extract).,2024-05-02 10:49:16.72953,
1656,maganese proteinate,2024-05-02 10:49:16.72953,
1657,selenium,2024-05-02 10:49:16.72953,
1658,titanium dioxide,2024-05-02 10:49:16.72953,
1659,minerals (iron amino acid chelate,2024-05-02 10:49:16.72953,
1660,dried bifidobacterium fermentation product,2024-05-02 10:49:16.72953,
1661,ground wheat,2024-05-02 10:49:16.72953,
1662,biotin).,2024-05-02 10:49:16.72953,
1663,ground cod,2024-05-02 10:49:16.72953,
1664,dl-tocopherol acetate [source of vitamin e],2024-05-02 10:49:16.72953,
1665,manganese sulfate),2024-05-02 10:49:16.72953,
1666,pot assium alginate,2024-05-02 10:49:16.72953,
1667,dried trichoderma reesei fermentation product,2024-05-02 10:49:16.72953,
1668,minerals [zinc oxide,2024-05-02 10:49:16.72953,
1669,organic dried peas,2024-05-02 10:49:16.72953,
1670,fructooligosaccharide (fos),2024-05-02 10:49:16.72953,
1671,ferrous sulphate,2024-05-02 10:49:16.72953,
1672,vitamin b2 supplement,2024-05-02 10:49:16.72953,
1673,beef,2024-05-02 10:49:16.72953,
1674,ground beef bone,2024-05-02 10:49:16.72953,
1675,vegetable juice,2024-05-02 10:49:16.72953,
1676,c424319,2024-05-02 10:49:16.72953,
1677,natural flavours,2024-05-02 10:49:16.72953,
1678,mono and dicalcium phosphate,2024-05-02 10:49:16.72953,
1679,niacinamide (vitamin b3),2024-05-02 10:49:16.72953,
1680,carotene,2024-05-02 10:49:16.72953,
1681,flaxseed meal,2024-05-02 10:49:16.72953,
1682,breast),2024-05-02 10:49:16.72953,
1683,sodium nitrite (to promote color retention),2024-05-02 10:49:16.72953,
1684,sodium selenite. c-2562.,2024-05-02 10:49:16.72953,
1685,cranberries,2024-05-02 10:49:16.72953,
1686,pumpkinseeds,2024-05-02 10:49:16.72953,
1687,pomegranate,2024-05-02 10:49:16.72953,
1688,chicken & turkey fat (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
1689,organic dehydrated kelp,2024-05-02 10:49:16.72953,
1690,organic spearmint,2024-05-02 10:49:16.72953,
1691,raspberries,2024-05-02 10:49:16.72953,
1692,poultry broth,2024-05-02 10:49:16.72953,
1693,flax,2024-05-02 10:49:16.72953,
1694,ground flaxseed,2024-05-02 10:49:16.72953,
1695,organic sunflower oil,2024-05-02 10:49:16.72953,
1696,mineral oil,2024-05-02 10:49:16.72953,
1697,dried rosemary.,2024-05-02 10:49:16.72953,
1698,b471420,2024-05-02 10:49:16.72953,
1699,freezedried chicken liver,2024-05-02 10:49:16.72953,
1700,celery,2024-05-02 10:49:16.72953,
1701,trace minerals [zinc proteinate,2024-05-02 10:49:16.72953,
1702,wild salmon oil,2024-05-02 10:49:16.72953,
1703,sorghum,2024-05-02 10:49:16.72953,
1704,c-6941,2024-05-02 10:49:16.72953,
1705,rabbit liver,2024-05-02 10:49:16.72953,
1706,l-ascorbyl-2-polyphosphate (vitamin c),2024-05-02 10:49:16.72953,
1707,manganese methionine complex,2024-05-02 10:49:16.72953,
1708,tapiocastarch,2024-05-02 10:49:16.72953,
1709,natural flavors (source of chicken,2024-05-02 10:49:16.72953,
1710,chicory,2024-05-02 10:49:16.72953,
1711,potassium iodide. b-4735,2024-05-02 10:49:16.72953,
1712,vitamins (vitamin e supplement,2024-05-02 10:49:16.72953,
1713,oats,2024-05-02 10:49:16.72953,
1714,rosemary extract.,2024-05-02 10:49:16.72953,
1715,zinc proteinate),2024-05-02 10:49:16.72953,
1716,vitamins [dl-alpha tocopherol (source of vitamin e),2024-05-02 10:49:16.72953,
1717,yeast,2024-05-02 10:49:16.72953,
1718,sunflower oil (preserved with mixed tochoperols),2024-05-02 10:49:16.72953,
1719,mixed tocopherols,2024-05-02 10:49:16.72953,
1720,rosemary.,2024-05-02 10:49:16.72953,
1721,copper lysine complex,2024-05-02 10:49:16.72953,
1722,pollock meal,2024-05-02 10:49:16.72953,
1723,*dried chicory root (prebiotic),2024-05-02 10:49:16.72953,
1724,dried whey,2024-05-02 10:49:16.72953,
1725,whitebait,2024-05-02 10:49:16.72953,
1726,pacific whiting meal,2024-05-02 10:49:16.72953,
1727,scallop flavor,2024-05-02 10:49:16.72953,
1728,blood meal,2024-05-02 10:49:16.72953,
1729,pumpkin,2024-05-02 10:49:16.72953,
1730,amino acids,2024-05-02 10:49:16.72953,
1731,b12 supplements,2024-05-02 10:49:16.72953,
1732,rice bran,2024-05-02 10:49:16.72953,
1733,hydrolyzed pork,2024-05-02 10:49:16.72953,
1734,c427520,2024-05-02 10:49:16.72953,
1735,biotin (vitamin b7),2024-05-02 10:49:16.72953,
1736,barley,2024-05-02 10:49:16.72953,
1737,chicken livers,2024-05-02 10:49:16.72953,
1738,maganese amino acid chelate,2024-05-02 10:49:16.72953,
1739,sodium carbonate,2024-05-02 10:49:16.72953,
1740,inulin from chicory,2024-05-02 10:49:16.72953,
1741,rabbit heart,2024-05-02 10:49:16.72953,
1742,squash,2024-05-02 10:49:16.72953,
1743,ground rosemary,2024-05-02 10:49:16.72953,
1744,white fish broth,2024-05-02 10:49:16.72953,
1745,psyllium seed husks,2024-05-02 10:49:16.72953,
1746,tomatoes,2024-05-02 10:49:16.72953,
1747,sardine,2024-05-02 10:49:16.72953,
1748,marine microalgae oil,2024-05-02 10:49:16.72953,
1749,yeast extract (source of mannan-oligosaccharides),2024-05-02 10:49:16.72953,
1750,bananas,2024-05-02 10:49:16.72953,
1751,dried egg white,2024-05-02 10:49:16.72953,
1752,beef meal,2024-05-02 10:49:16.72953,
1753,menadione sodium,2024-05-02 10:49:16.72953,
1754,chondroitin sulfate,2024-05-02 10:49:16.72953,
1755,ground flax seed,2024-05-02 10:49:16.72953,
1756,potassium chloride,2024-05-02 10:49:16.72953,
1757,aloe vera extract,2024-05-02 10:49:16.72953,
1758,whole ground corn,2024-05-02 10:49:16.72953,
1759,...apples,2024-05-02 10:49:16.72953,
1760,zinc proteinate,2024-05-02 10:49:16.72953,
1761,natural fish flavour,2024-05-02 10:49:16.72953,
1762,blue whiting meal,2024-05-02 10:49:16.72953,
1763,dried lactobacillus helveticus fermentation product,2024-05-02 10:49:16.72953,
1764,beef heart,2024-05-02 10:49:16.72953,
1765,c427420,2024-05-02 10:49:16.72953,
1766,glucose,2024-05-02 10:49:16.72953,
1767,potassiumchloride,2024-05-02 10:49:16.72953,
1768,oat,2024-05-02 10:49:16.72953,
1769,dried mint,2024-05-02 10:49:16.72953,
1770,vitamin 812 supplement),2024-05-02 10:49:16.72953,
1771,cobalt amino acid complex,2024-05-02 10:49:16.72953,
1772,smoked tuna,2024-05-02 10:49:16.72953,
1773,natural sauteed seafood flavor,2024-05-02 10:49:16.72953,
1774,potassium sorbate (used as a preservative),2024-05-02 10:49:16.72953,
1775,dried beets,2024-05-02 10:49:16.72953,
1776,dried bifidobacterium thermophilum fermentation product*,2024-05-02 10:49:16.72953,
1777,dextrose anhydrous,2024-05-02 10:49:16.72953,
1778,plums,2024-05-02 10:49:16.72953,
1779,dried goji berry,2024-05-02 10:49:16.72953,
1780,liver and chicken broth,2024-05-02 10:49:16.72953,
1781,natural liver flavors,2024-05-02 10:49:16.72953,
1782,sweet potatoes,2024-05-02 10:49:16.72953,
1783,diced carrots,2024-05-02 10:49:16.72953,
1784,organic dehydrated chicken,2024-05-02 10:49:16.72953,
1785,vitamin b12 supplemen,2024-05-02 10:49:16.72953,
1786,choline chloride.,2024-05-02 10:49:16.72953,
1787,dried sweet potatoes,2024-05-02 10:49:16.72953,
1788,mixed tocopherols (preservative),2024-05-02 10:49:16.72953,
1789,duck bone broth,2024-05-02 10:49:16.72953,
1790,calcium iodate],2024-05-02 10:49:16.72953,
1791,c-6651,2024-05-02 10:49:16.72953,
1792,c-7022,2024-05-02 10:49:16.72953,
1793,manganese sulphate,2024-05-02 10:49:16.72953,
1794,zinc amino acid chelate,2024-05-02 10:49:16.72953,
1795,menadione sodium bisulfite complex (source of vitamin k),2024-05-02 10:49:16.72953,
1796,mixed tocopherols & citric acid (preservatives),2024-05-02 10:49:16.72953,
1797,b471520,2024-05-02 10:49:16.72953,
1798,preserved with tocopherols,2024-05-02 10:49:16.72953,
1799,menadion sodium bisulfite complex (source of vitamin k activity),2024-05-02 10:49:16.72953,
1800,beef organs,2024-05-02 10:49:16.72953,
1801,manganese methionine hydroxy analogue chelate,2024-05-02 10:49:16.72953,
1802,dried pomegranates,2024-05-02 10:49:16.72953,
1803,glycerol monostearate,2024-05-02 10:49:16.72953,
1804,turkey broth,2024-05-02 10:49:16.72953,
1805,dried seaweed meal,2024-05-02 10:49:16.72953,
1806,buckwheat,2024-05-02 10:49:16.72953,
1807,aloe vera extract.,2024-05-02 10:49:16.72953,
1808,natural grilled chicken flavor,2024-05-02 10:49:16.72953,
1809,salt,2024-05-02 10:49:16.72953,
1810,fish oil (source of dha-docosahexaenoic acid and ara-arachidonic acid),2024-05-02 10:49:16.72953,
1811,artificial and natural flavors,2024-05-02 10:49:16.72953,
1812,potassium iodide}.,2024-05-02 10:49:16.72953,
1813,malic acid,2024-05-02 10:49:16.72953,
1814,turkey livers,2024-05-02 10:49:16.72953,
1815,soybean meal,2024-05-02 10:49:16.72953,
1816,black soldier fly larva meal,2024-05-02 10:49:16.72953,
1817,yuccaschidigera extract,2024-05-02 10:49:16.72953,
1818,calci um sulfate,2024-05-02 10:49:16.72953,
1819,natural flavors (source of chicken flavor) brewers dried yeast,2024-05-02 10:49:16.72953,
1820,dextrose,2024-05-02 10:49:16.72953,
1821,duck meal,2024-05-02 10:49:16.72953,
1822,mono-dicalcium phosphate,2024-05-02 10:49:16.72953,
1823,vitamin e sup plement,2024-05-02 10:49:16.72953,
1824,biotin supplement (vitamin b7),2024-05-02 10:49:16.72953,
1825,blueberrries,2024-05-02 10:49:16.72953,
1826,probiotics.,2024-05-02 10:49:16.72953,
1827,de-boned turkey,2024-05-02 10:49:16.72953,
1828,new zealand green mussel,2024-05-02 10:49:16.72953,
1829,dried cellulose,2024-05-02 10:49:16.72953,
1830,pumpkin puree,2024-05-02 10:49:16.72953,
1831,corn oil,2024-05-02 10:49:16.72953,
1832,sodium selenite. b-2563.,2024-05-02 10:49:16.72953,
1833,minerals (iron amino acid complex,2024-05-02 10:49:16.72953,
1834,(source of glucosamine and chondroitin sulfate),2024-05-02 10:49:16.72953,
1835,dried mushroom,2024-05-02 10:49:16.72953,
1836,sodium selenite).,2024-05-02 10:49:16.72953,
1837,natural filet mignon flavor,2024-05-02 10:49:16.72953,
1838,white fish,2024-05-02 10:49:16.72953,
1839,a-tocopherol acetate (source of vitamin e),2024-05-02 10:49:16.72953,
1840,corn starch-modified,2024-05-02 10:49:16.72953,
1841,dried chicory root,2024-05-02 10:49:16.72953,
1842,carrageenan gum,2024-05-02 10:49:16.72953,
1843,menadione sodium bisulfite complex (vitamin k).,2024-05-02 10:49:16.72953,
1844,vitamins (niacin supplement,2024-05-02 10:49:16.72953,
1845,dried goat milk,2024-05-02 10:49:16.72953,
1846,canola oil (preserved with mixed tocopherols and citric acid),2024-05-02 10:49:16.72953,
1847,roasted venison,2024-05-02 10:49:16.72953,
1848,dried lactobacillus lactis fermentation product,2024-05-02 10:49:16.72953,
1849,saccharomyces cerevisiae extract (mos),2024-05-02 10:49:16.72953,
1850,chickpeas,2024-05-02 10:49:16.72953,
1851,dried clover extract,2024-05-02 10:49:16.72953,
1852,c-7020,2024-05-02 10:49:16.72953,
1853,whitefish with ground bone,2024-05-02 10:49:16.72953,
1854,venison livers,2024-05-02 10:49:16.72953,
1855,powdered cellulose (source of fiber),2024-05-02 10:49:16.72953,
1856,pork fat,2024-05-02 10:49:16.72953,
1857,chicken fat (preserved with mixed tocopherols & citric acid),2024-05-02 10:49:16.72953,
1858,copper chelate,2024-05-02 10:49:16.72953,
1859,fish broth,2024-05-02 10:49:16.72953,
1860,rosemary,2024-05-02 10:49:16.72953,
1861,venison heart,2024-05-02 10:49:16.72953,
1862,coconut ...oil,2024-05-02 10:49:16.72953,
1863,sorbic acid,2024-05-02 10:49:16.72953,
1864,niacin supplement,2024-05-02 10:49:16.72953,
1865,chicken by product meal,2024-05-02 10:49:16.72953,
1866,fd&c yellow #5,2024-05-02 10:49:16.72953,
1867,e-dihydroiodide),2024-05-02 10:49:16.72953,
1868,chicken fat (preserved with mixed tocopherols and citric acid),2024-05-02 10:49:16.72953,
1869,turkey bone broth,2024-05-02 10:49:16.72953,
1870,nvgen (yeast extract,2024-05-02 10:49:16.72953,
1871,beef livers,2024-05-02 10:49:16.72953,
1872,peas (dried),2024-05-02 10:49:16.72953,
1873,tuna red meat,2024-05-02 10:49:16.72953,
1874,(zinc proteinate iron proteinate calcium carbonate manganese proteinate copper proteinate sodium selenite calcium iodate),2024-05-02 10:49:16.72953,
1875,modified starch,2024-05-02 10:49:16.72953,
1876,vitamin b5 (calcium pantothenate),2024-05-02 10:49:16.72953,
1877,vitamin d3supplement,2024-05-02 10:49:16.72953,
1878,sea salt,2024-05-02 10:49:16.72953,
1879,poultry,2024-05-02 10:49:16.72953,
1880,locust bean gum,2024-05-02 10:49:16.72953,
1881,dried kelp,2024-05-02 10:49:16.72953,
1882,chicken gizzard,2024-05-02 10:49:16.72953,
1883,whole dried egg,2024-05-02 10:49:16.72953,
1884,lactobacillus acidophilus fermentation product dehydrated,2024-05-02 10:49:16.72953,
1885,ground oats,2024-05-02 10:49:16.72953,
1886,dried yeast culture,2024-05-02 10:49:16.72953,
1887,chitosan,2024-05-02 10:49:16.72953,
1888,iron glycine complex,2024-05-02 10:49:16.72953,
1889,naturally occurring microorganisms,2024-05-02 10:49:16.72953,
1890,organic sunflower seeds,2024-05-02 10:49:16.72953,
1891,organic canola meal,2024-05-02 10:49:16.72953,
